tool_id,g1,g2,g3,g4,g5,description,scope,returns,inputs
infra.gas_price_percentiles_weekly,infra,gas,gas_price_percentiles_weekly,Gas Price Percentiles,Ethereum Transactions,"Computes average, median, and 90th percentile gas prices by weekday.",generic,"[""weekday:string"",""avg_gwei:number"",""median_gwei:number"",""p90_gwei:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""now-7 days""}]"
infra.daily_active_users,infra,wallet,daily_active_users,Daily Active Users,Ethereum Transactions,Calculates daily active users with 7-day moving average.,generic,"[""day:string"",""dau:number"",""ma7_dau:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""180""}]"
wallet.new_users_monthly,wallet,wallet,new_users_monthly,Monthly New Users,Ethereum Transactions,Counts monthly new users based on first transaction.,generic,"[""month:string"",""new_users:number""]","[{""key"": ""months"", ""label"": ""Months Back"", ""type"": ""number"", ""required"": true, ""default"": null}]"
infra.bridge_deposit_cohorts,infra,bridge,bridge_deposit_cohorts,Bridge Deposit Ranges,Ethereum Transactions,Segments bridge depositors by total ETH bridged volume.,protocol:generic_bridge,"[""cohort:string"",""wallet_count:number""]","[{""key"": ""bridge_address"", ""label"": ""Bridge Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": null}]"
infra.new_wallets_per_day,infra,wallet,new_wallets_per_day,New Wallets Daily,Ethereum Transactions,Counts wallets appearing with first transaction each day.,generic,"[""day:string"",""new_wallets:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}]"
infra.gas_price_percentiles_weekday,infra,gas,gas_price_percentiles_weekday,Gas percentiles weekday,Ethereum transactions,"Computes average, median, p90 gas prices by weekday over lookback.",generic,"[""weekday:string"",""avg_gas:number"",""median_gas:number"",""p90_gas:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""7""}]"
infra.depositor_nonce_distribution,infra,bridge,depositor_nonce_distribution,Nonce Buckets,Ethereum Bridge Depositors,Classifies depositors by max nonce bucket to detect degens vs newbies.,generic,"[""bucket:string"",""wallet_count:number""]","[{""key"": ""bridge_address"", ""label"": ""Bridge Contract"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
infra.settlement_gas_daily,infra,l2,settlement_gas_daily,L2 Settlement Gas,Ethereum L2 Proofs,Daily total gas used for L2 batch settlement and proofs on L1.,generic,"[""day:date"",""total_gas_used:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": ""arbitrum""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
infra.bridge_user_retention,infra,bridge,bridge_user_retention,New vs returning users,Ethereum transactions,Computes daily DAU split into new and returning depositors with cumulatives.,generic,"[""dt:string"",""dau:number"",""new_user:number"",""revisit_user:number"",""txs:number"",""cum_txs:number"",""amount:number"",""cum_amount:number""]","[{""key"": ""pool_address"", ""label"": ""Pool Address"", ""type"": ""pool_address"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
token.protocol_new_user_cohort,token,holders,protocol_new_user_cohort,New vs total users,Ethereum transactions,Identifies new users vs total active users daily with cohort analysis.,generic,"[""dt:string"",""new_users:number"",""total_users:number"",""retention_rate:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}]"
wallet.wallet_age_calculator,wallet,wallet,wallet_age_calculator,Wallet Age Metrics,ethereum.transactions,"Computes wallet creation date, age in days, and inactivity period.",generic,"[""wallet_address:string"",""first_transaction_date:string"",""wallet_age_days:number"",""inactive_since_in_days:number""]","[{""key"": ""wallet_address"", ""label"": ""Wallet Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}]"
defi.depositor_frequency_distribution,defi,bridge,depositor_frequency_distribution,Depositor Frequency Bins,ethereum.transactions,Categorizes bridge depositors by interaction frequency buckets.,protocol:zk.money,"[""frequency_bin:string"",""wallet_count:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
infra.high_volume_trader_bridge_usage,infra,bridge,high_volume_trader_bridge_usage,Bridge Usage Metrics,Ethereum Transactions,Identifies high-volume traders interacting with bridges.,generic,"[""trader:string"",""bridge_address:string"",""usage_count:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""90 days ago""}, {""key"": ""min_eth"", ""label"": ""Min Volume ETH"", ""type"": ""number"", ""required"": false, ""default"": ""2000""}]"
wallet.protocol_cohort_retention,wallet,retention,protocol_cohort_retention,Retention Rates,Transaction Cohorts,Computes weekly cohort retention for protocol users.,protocol,"[""cohort_week:number"",""retention_day:number"",""active_users:number"",""retention_rate:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""35""}]"
wallet.single_protocol_loyal_users,wallet,identity,single_protocol_loyal_users,Loyal User Leaderboard,User-Contract Interactions,Ranks protocols by exclusive high-activity users.,generic,"[""contract:string"",""loyal_users:number"",""total_txs:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""1 year ago""}, {""key"": ""min_txs"", ""label"": ""Min Tx Threshold"", ""type"": ""number"", ""required"": false, ""default"": ""10""}]"
wallet.contract_stickiness_score,wallet,retention,contract_stickiness_score,Stickiness Metrics,DAU/MAU Analysis,Measures contract interaction stickiness via DAU/MAU ratios.,generic,"[""contract:string"",""dau:number"",""mau:number"",""stickiness_ratio:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.transaction_classifier,infra,wallet,transaction_classifier,Tx Type Breakdown,Ethereum Transactions,"Classifies transactions by patterns like deployments, whale transfers, MEV bots.",generic,"[""day:string"",""classification:string"",""tx_count:number"",""volume:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
infra.layering_detector,infra,wallet,layering_detector,Fast Consecutive Txs,Anomaly Detection,Detects rapid sequential transfers indicating layering or wash trading.,generic,"[""wallet:string"",""recipient:string"",""amount:number"",""time_delta:number"",""suspicious:boolean""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""3""}, {""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": ""100""}]"
infra.gas_usage_by_type,infra,gas,gas_usage_by_type,Tx Type Gas Split,Daily Gas Categories,"Breaks down gas usage by transfer, token, deploy, and other operations.",generic,"[""time:string"",""eth_transfers:number"",""token_transfers:number"",""deploys:number"",""other:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": false, ""default"": ""day""}]"
infra.blob_submitter_leaderboard,infra,gas,blob_submitter_leaderboard,Blobs by Submitter,L2 Blob Activity,Ranks blob submitters (L2s) by daily blob count post-Dencun.,generic,"[""submitter:string"",""blobs:number"",""entity:string""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""10""}]"
defi.depositor_whale_distribution,defi,bridge,depositor_whale_distribution,Bridge Whale Buckets,Depositor Size Ranges,Distributes bridge depositors into ETH value buckets for whale analysis.,protocol:bridge,"[""bucket:string"",""wallet_count:number"",""total_eth:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": ""100""}]"
infra.monthly_user_retention,infra,wallet,monthly_user_retention,Retention Rate,Ethereum Transactions,Calculates monthly user retention from prior cohort.,generic,"[""period:string"",""retention:number"",""cohort_size:number"",""retained_size:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""365""}]"
infra.gas_price_moving_averages,infra,gas,gas_price_moving_averages,Gas Price Trends,Ethereum Transactions,Computes daily gas price with multi-period moving averages.,generic,"[""time:string"",""mean_gas:number"",""ma_30:number"",""ma_90:number"",""ma_120:number"",""ma_360:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.bridge_user_nonce_distribution,infra,bridge,bridge_user_nonce_distribution,Nonce Buckets,Ethereum Transactions,Classifies bridge users by max nonce into experience cohorts.,protocol:ZKSync,"[""nonce_range:string"",""wallet_count:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.deposit_frequency_cohorts,defi,bridge,deposit_frequency_cohorts,User Frequency,Ethereum Transactions,Buckets users by deposit frequency to bridge.,protocol:Aztec,"[""frequency_bucket:string"",""depositor_count:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
wallet.wallet_activity_cdf,wallet,wallet,wallet_activity_cdf,Activity Distribution,Ethereum Transactions,Computes PDF/CDF of wallets by active days.,generic,"[""days:number"",""pdf:number"",""cdf:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""365""}]"
defi.airdrop_potential_scorer,defi,protocol,airdrop_potential_scorer,Airdrop Potential,Ethereum Transactions,Ranks protocols by 30d users and tx volume.,generic,"[""contract_address:string"",""total_users_30d:number"",""total_tx_30d:number"",""airdrop_potential:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""30""}, {""key"": ""min_users"", ""label"": ""Min Users"", ""type"": ""number"", ""required"": false, ""default"": ""500""}]"
wallet.new_user_first_method,wallet,wallet,new_user_first_method,New User Methods,Ethereum Transactions,Counts first method calls by new addresses.,generic,"[""methodId:string"",""tx_count:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""90""}]"
wallet.single_contract_loyalty,wallet,identity,single_contract_loyalty,Single Contract Users,Ethereum Transactions,Counts monthly users loyal to one contract.,generic,"[""month_start:string"",""single_contract_users:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""365""}]"
defi.top_depositors_share,defi,bridge,top_depositors_share,Top depositor concentration,ethereum.transactions,Computes top N depositors total and share of bridge TVB.,generic,"[""topN_sum:number"",""topN_percentage:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""5""}]"
defi.depositor_amount_buckets,defi,bridge,depositor_amount_buckets,Depositor distribution buckets,ethereum.transactions,Buckets depositors by total deposit amount ranges.,generic,"[""bucket:string"",""depositor_count:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
